Attrs.Name.Value,Attrs.Name Kana.Value,Attrs.Address.Value,Attrs.Latitude.Value,Attrs.Longitude.Value,Attrs.Telephone Number.Value,Attrs.City.Value,Attrs.City Code.Value,Attrs.Prefecture.Value,Attrs.Max Occupancy Capacity.Value
新切小学校,シンキリショウガッコウ,有家町尾上3040番地3,32.68959496,130.3074881,,南島原市,422142,長崎県,350
新城公園,シンジョウコウエン,長崎県大村市杭出津一丁目940-1,32.90833333,129.9519444,0957-53-4111,大村市,422053,長崎県,想定なし
新城地区老人憩の家,シンジョウチクロウジンイコイノイエ,壱岐市勝本町北触37番地1,33.83090149,129.7150061,,壱岐市,422100,長崎県,
新小浜団地集会所,シンオバマダンチシュウカイジョ,笛吹郷1336番地1,33.31686389,129.0948139,,,423831,,
新港公園,シンミナトマチコウエン,西有家町須川3232番地,32.6514463,130.2870157,,南島原市,422142,長崎県,1300
新湊町集合避難施設,シンミナトマチシュウゴウヒナンシセツ,島原市新湊2-丙2024-2,32.761104,130.363299,,島原市,422037,長崎県,486
新田公園,シンデンコウエン,長崎県佐世保市新田町403-7,33.18867101,129.6743098,0956-24-1111,佐世保市,422029,長崎県,950
新道福祉交流センター,シンミチフクシコウリュウセンター,長崎県諫早市新道町999-1,32.83638889,130.0491667,%280957%2924-1001,諫早市,422045,長崎県,408人%282平方ﾒｰﾄﾙあたり1人%29
新魚目支所,シンウオノメシショ,長崎県南松浦郡新上五島町榎津郷491番地,33.002158,129.089565,0959-54-1111,新上五島町,424111,長崎県,30
新魚目総合体育館,シンウオノメソウゴウタイイクカン,長崎県南松浦郡新上五島町丸尾郷335番地3,33.00369474,129.0923201,,新上五島町,424111,長崎県,"1,508"
新魚目高齢者生活福祉センターやすらぎの里,シンウオノメコウレイシャセイカツフクシセンターヤスラギノサト,長崎県南松浦郡新上五島町小串郷1448番地,33.054613,129.097123,,新上五島町,424111,長崎県,45
日宇ヶ丘第二公園,ヒウガオカダイニコウエン,長崎県佐世保市日宇町2810-255,33.15881332,129.7701452,0956-24-1111,佐世保市,422029,長崎県,950
日宇スポーツセンター,ヒウスポーツセンター,長崎県佐世保市日宇町522-1,33.15651112,129.7546918,0956-33-6669,佐世保市,422029,長崎県,210
日宇中学校,ヒウチュウガッコウ,長崎県佐世保市日宇町2181,33.16410775,129.7630366,0956-31-2255,佐世保市,422029,長崎県,7570
日宇中学校,ヒウチュウガッコウ,長崎県佐世保市日宇町2181,33.16432665,129.7638676,0956-31-2255,佐世保市,422029,長崎県,560
日宇地区コミュニティセンター,ヒウチクコミュニティセンター,長崎県佐世保市日宇町675-2,33.15776271,129.7583893,0956-33-0564,佐世保市,422029,長崎県,150
日宇地区コミュニティセンター体育室,ヒウチクコミュニティセンタータイイクシツ,長崎県佐世保市もみじが丘町42-1,33.16056458,129.7816891,0956-33-0564,佐世保市,422029,長崎県,190
日宇小学校,ヒウショウガッコウ,長崎県佐世保市日宇町284,33.1639032,129.7563903,0956-31-6904,佐世保市,422029,長崎県,460
日宇小学校,ヒウショウガッコウ,長崎県佐世保市日宇町284,33.16351394,129.7563641,0956-31-6904,佐世保市,422029,長崎県,3220
日島地区集会所,ヒノシマチクシュウカイショ,長崎県南松浦郡新上五島町日島郷無番地,32.919066,128.961827,,新上五島町,424111,長崎県,38
日掛公民館,ヒカケコウミンカン,厳原町下原934,34.2027171,129.2477409,,対馬市,422096,長崎県,12
日新館武道場,ニッシンカンブドウジョウ,厳原町桟原52-1,34.21446768,129.2875222,0920-52-3911,対馬市,422096,長崎県,369
日見公園,ヒミコウエン,長崎県長崎市宿町,32.759369,129.942351,,長崎市,422011,長崎県,6787
日野中学校,ヒノチュウガッコウ,長崎県佐世保市日野町2079,33.1708909,129.6680478,0956-28-0111,佐世保市,422029,長崎県,490
日野中学校,ヒノチュウガッコウ,長崎県佐世保市日野町2079,33.17224948,129.6692132,0956-28-0111,佐世保市,422029,長崎県,6600
日野小学校,ヒノショウガッコウ,長崎県佐世保市日野町1308,33.1724009,129.6781255,0956-28-4358,佐世保市,422029,長崎県,580
日野小学校,ヒノショウガッコウ,長崎県佐世保市日野町1308,33.17286505,129.6761388,0956-28-4358,佐世保市,422029,長崎県,5490
日野東公園,ヒノヒガシコウエン,長崎県佐世保市日野町80-1,33.17004762,129.6813256,0956-24-1111,佐世保市,422029,長崎県,850
日野第二公園,ヒノダイニコウエン,長崎県佐世保市日野町52-176,33.17293296,129.6820641,0956-24-1111,佐世保市,422029,長崎県,500
旧ポリテクセンター体育館,キュウポリテクセンタータイイクカン,長崎県佐世保市指方町692-1,33.11449811,129.7914054,0956-37-6116,佐世保市,422029,長崎県,200
旧三島小学校原島分校,キュウミシマショウガッコウハルシマブンコウ,壱岐市郷ノ浦町原島305番地,33.72606104,129.6490298,,壱岐市,422100,長崎県,
旧中津良小学校,キュウナカツラショウガッコウ,長崎県平戸市下中津良町409,33.23992168,129.4402025,0950-27-0135,平戸市,422070,長崎県,689
旧中津良小学校グラウンド,キュウナカツラショウガッコウグラウンド,長崎県平戸市下中津良町409,33.23994411,129.4396553,0950-27-0135,平戸市,422070,長崎県,
旧佐須中学校体育館,サスチュウガッコウタイイクカン,厳原町小茂田316,34.23648743,129.1959289,,対馬市,422096,長崎県,316
旧俵浦小学校,キュウタワラガウラショウガッコウ,長崎県佐世保市俵ヶ浦町442,33.12283472,129.675464,0956-24-1111,佐世保市,422029,長崎県,1750
旧千綿中学校グラウンド,キュウチワタチュウガッコウグラウンド,東彼杵町平似田郷821-1,33.011,129.9472,,東彼杵町,423211,長崎県,
旧南陽中学校体育館,キュウナンヨウチュウガッコウタイイクカン,上対馬町琴158,34.55847758,129.4576977,,対馬市,422096,長崎県,331
旧堂崎小学校木場分校,キュウドウザキショウガッコウコバブンコウ,有家町原尾2699番地,32.6862575,130.3289863,,南島原市,422142,長崎県,350
旧堤小学校,キュウツツミショウガッコウ,長崎県平戸市堤町382,33.26583832,129.4081347,0950-27-0466,平戸市,422070,長崎県,647
旧堤小学校グラウンド,キュウツツミショウガッコウグラウンド,長崎県平戸市堤町382,33.26530456,129.4079469,0950-27-0466,平戸市,422070,長崎県,
旧大川原小学校体育館,キュウオオカワラショウガッコウタイイクカン,長崎県平戸市赤松町23,33.26461189,129.4840219,0950-22-4111,平戸市,422070,長崎県,364
旧大楠小学校グラウンド,キュウオオグスショウガッコウグラウンド,東彼杵町菅無田郷304,33.0523,129.9408,,東彼杵町,423211,長崎県,
旧富津小学校,キュウトミツショウガッコウ,長崎県雲仙市小浜町富津3221,32.76011111,130.1999639,,雲仙市,422134,長崎県,229
旧小綱小学校,キュウコヅナショウガッコウ,豊玉町小綱19-2,34.41808689,129.2866617,0920-58-1106,対馬市,422096,長崎県,145
旧川原保育所グランド,キュウカワラホイクショグランド,長崎県長崎市川原町2069-2,32.632872,129.830303,,長崎市,422011,長崎県,1732
旧庵浦小学校,キュウイオノウラショウガッコウ,長崎県佐世保市庵浦町1446,33.12422353,129.6992128,0956-24-1111,佐世保市,422029,長崎県,2650
旧志々伎小学校早福分校,キュウシジキショウガッコウハイフクブンコウ,長崎県平戸市早福町229,33.2270026,129.3832253,-,平戸市,422070,長崎県,220
旧志々伎小学校早福分校グラウンド,キュウシジキショウガッコウハイフクブンコウグラウンド,長崎県平戸市早福町229,33.22728081,129.3829195,-,平戸市,422070,長崎県,
旧戸尾小学校跡,キュウトノオショウガッコウアト,長崎県佐世保市戸尾町5-1,33.1687859,129.7247908,0956-25-9373,佐世保市,422029,長崎県,1930
旧戸尾小学校跡,キュウトノオショウガッコウアト,長崎県佐世保市戸尾町5-1,33.1690115,129.7252327,0956-25-9373,佐世保市,422029,長崎県,180
旧扇山分校グランド,キュウオオギヤマブンコウグランド,長崎県長崎市神浦扇山町445-1,32.893295,129.729082,,長崎市,422011,長崎県,388
旧木指小学校,キュウキサシショウガッコウ,長崎県雲仙市小浜町北木指680－2,32.71655833,130.1971583,,雲仙市,422134,長崎県,259
旧木津保育園,キュウキツホイクエン,長崎県雲仙市小浜町富津864,32.76523056,130.1900861,,雲仙市,422134,長崎県,128
旧樺島小学校グランド,キュウカバシマショウガッコウグランド,長崎県長崎市野母崎樺島町1088,32.561330,129.786411,,長崎市,422011,長崎県,3800
旧獅子小学校体育館,キュウシシショウガッコウタイイクカン,長崎県平戸市獅子町782,33.31270196,129.4409745,0950-22-4111,平戸市,422070,長崎県,418
旧生月保育所,キュウイキツキホイクショ,長崎県平戸市生月町里免2968-3,33.39161143,129.4331447,0950-53-2111,平戸市,422070,長崎県,192
旧生月保育所グラウンド,キュウイキツキホイクショグラウンド,長崎県平戸市生月町里免2968-3,33.39171934,129.4327966,0950-53-2111,平戸市,422070,長崎県,
旧神浦中学校グランド,キュウコウノウラチュウガッコウグランド,長崎県長崎市神浦江川町132,32.881073,129.681161,,長崎市,422011,長崎県,3775
旧神浦小学校,キュウコウノウラショウガッコウ,長崎県佐世保市宇久町神浦1632,33.25452618,129.1029556,0956-24-1111,佐世保市,422029,長崎県,3400
旧野子小中学校高島分校,キュウノコショウチュウガッコウタカシマブンコウ,長崎県平戸市野子町159,33.18742963,129.3391873,0950-22-4111,平戸市,422070,長崎県,29
旧野崎中学校,キュウノザキチュウガッコウ,長崎県佐世保市野崎町2916,33.11874081,129.6860758,,佐世保市,422029,長崎県,3560
旧野崎中学校,キュウノザキチュウガッコウ,長崎県佐世保市野崎町2916,33.11911476,129.6866736,,佐世保市,422029,長崎県,150
旧野母崎小学校グランド,キュウノモザキショウガッコウグランド,長崎県長崎市野母町2244-1,32.580767,129.752154,,長崎市,422011,長崎県,3608
旧野母崎高校グランド,キュウノモザキコウコウグランド,長崎県長崎市高浜町1995,32.606042,129.789318,,長崎市,422011,長崎県,12257
旧長野小学校塔ノ坂分校,キュウナガノショウガッコウトウノサカブンコウ,西有家町長野4421番地,32.6551669,130.2683809,,南島原市,422142,長崎県,33
旧阿連小学校,キュウアレショウガッコウ,厳原町阿連113,34.27268747,129.2021583,,対馬市,422096,長崎県,103
旧雲仙小学校,キュウウンゼンショウガッコウ,長崎県雲仙市小浜町雲仙386,32.72816389,130.2530611,,雲仙市,422134,長崎県,234
旧音琴小学校グラウンド,キュウネゴトショウガッコウグラウンド,東彼杵町大音琴郷1621,33.0583,129.8944,,東彼杵町,423211,長崎県,
旧高浜小学校グランド,キュウタカハマショウグランド,長崎県長崎市高浜町3114,32.607606,129.784386,,長崎市,422011,長崎県,5011
旧黒崎中学校グランド,キュウカミクロサキチュウガッコウグランド,長崎県長崎市東出津町340,32.837845,129.706777,,長崎市,422011,長崎県,4050
早岐中学校,ハイキチュウガッコウ,長崎県佐世保市陣の内町100,33.14273854,129.7967974,0956-38-2165,佐世保市,422029,長崎県,6020
早岐中学校,ハイキチュウガッコウ,長崎県佐世保市陣の内町100,33.14335249,129.7970053,0956-38-2165,佐世保市,422029,長崎県,640
早岐児童センター,ハイキジドウセンター,長崎県佐世保市花高１丁目6-45,33.138361,129.803774,0956-38-1152,佐世保市,422030,長崎県,90
早岐公園,ハイキコウエン,長崎県佐世保市早岐一丁目377-1,33.13590865,129.7976276,0956-24-1111,佐世保市,422029,長崎県,1250
早岐地区コミュニティセンター,ハイキチクコミュニティセンター,長崎県佐世保市早岐一丁目6-38,33.13631321,129.7975663,0956-38-0336,佐世保市,422029,長崎県,360
早岐地区コミュニティセンター　花高体育室,ハイキチクコミュニティセンターハナタカタイイクシツ,長崎県佐世保市花高3丁目98-11,33.14093134,129.8088236,,佐世保市,422029,長崎県,140
早岐小学校,ハイキショウガッコウ,長崎県佐世保市早岐二丁目32-12,33.13938866,129.7978521,0956-38-3375,佐世保市,422029,長崎県,2330
早岐小学校,ハイキショウガッコウ,長崎県佐世保市早岐二丁目32-12,33.13987262,129.7980434,0956-38-3375,佐世保市,422029,長崎県,550
早苗公園,サナエコウエン,長崎県佐世保市早苗町771,33.14598194,129.8034261,0956-24-1111,佐世保市,422029,長崎県,2050
明星公園,ミョウジョウコウエン,長崎県佐世保市鹿町町上歌ヶ浦219-2,33.25734179,129.6026468,0956-24-1111,佐世保市,422029,長崎県,2000
星和第一公園,セイワダイイチコウエン,長崎県佐世保市星和台町1460-332,33.17493217,129.6770727,0956-24-1111,佐世保市,422029,長崎県,700
星鹿公民館,ホシカコウミンカン,松浦市星鹿町下田免448番地4,33.383603,129.673304,0956-75-1630,松浦市,422088,長崎県,360
星鹿地域運動場,ホシカチイキウンドウジョウ,松浦市星鹿町下田免476番地,33.384207,129.673122,0956-75-1630,松浦市,422088,長崎県,-
星鹿小学校,ホシカショウガッコウ,松浦市星鹿町下田免700番地,33.384529,129.671345,0956-75-0155,松浦市,422088,長崎県,480
春日公園,カスガコウエン,長崎県佐世保市春日町318,33.19979916,129.7232163,0956-24-1111,佐世保市,422029,長崎県,1150
春日公民館,カスガコウミンカン,長崎県平戸市春日町189-1,33.34150142,129.4436968,-,平戸市,422070,長崎県,66
春日小学校,カスガショウガッコウ,長崎県佐世保市瀬戸越三丁目19-1,33.20310827,129.727579,0956-22-5362,佐世保市,422029,長崎県,8390
春日小学校,カスガショウガッコウ,長崎県佐世保市瀬戸越三丁目19-1,33.20311939,129.7282783,0956-22-5362,佐世保市,422029,長崎県,650
春日第二公園,カスガダイニコウエン,長崎県佐世保市春日町476-2,33.19836189,129.7237747,0956-24-1111,佐世保市,422029,長崎県,2400
昭和公園,ショウワコウエン,長崎県長崎市昭和1-6,32.790847,129.867768,,長崎市,422011,長崎県,3550
時津中央公園,トギツチュウオウコウエン,長崎県西彼杵郡時津町浦郷292,32.829772,129.85015,,時津町,423084,長崎県,
時津中学校 グラウンド,トギツチュウガッコウグラウンド,長崎県西彼杵郡時津町浜田郷530-1,32.83457,129.85338,,時津町,423084,長崎県,
時津中学校体育館,トギツチュウガッコウタイイクカン,長崎県西彼杵郡時津町浜田郷530-1,32.83464,129.85424,,時津町,423084,長崎県,"1,188人（1平方メートルあたり1人）"
時津公民館,トギツコウミンカン,長崎県西彼杵郡時津町元村郷429-2,32.827292,129.84856,%28095%29882-2975,時津町,423084,長崎県,634人（1平方メートルあたり1人）
時津公民館別館,トｋギツコウミンカンベッカン,長崎県西彼杵郡時津町浦郷436-7,32.830778,129.84773,,時津町,423084,長崎県,94人（1平方メートルあたり1人）
時津北小学校 グラウンド,トギツキタショウガッコウ　グラウンド,長崎県西彼杵郡時津町日並郷2192,32.847657,129.82943,,時津町,423084,長崎県,
時津北小学校 体育館,トギツキタショウガッコウ　タイイクカン,長崎県西彼杵郡時津町日並郷2192,32.84812,129.82947,,時津町,423084,長崎県,832人（1平方メートルあたり1人）
時津図書館,トギツトショカン,長崎県西彼杵郡時津町浦郷31-14,32.829225,129.84593,%28095%29882-4436,時津町,423084,長崎県,78人（1平方メートルあたり1人）
時津小学校 グラウンド,トギツショウガッコウグラウンド,長崎県西彼杵郡時津町野田郷2,32.827548,129.84657,,時津町,423084,長崎県,
時津小学校体育館,トギツショウガッコウタイイクカン,長崎県西彼杵郡時津町野田郷2,32.82775,129.84721,,時津町,423084,長崎県,780人（1平方メートルあたり1人）
時津東小学校 グラウンド,トギツヒガシショウガッコウグラウンド,長崎県西彼杵郡時津町浜田郷1334,32.82936,129.85765,,時津町,423084,長崎県,
時津東小学校体育館,トギツヒガシショウガッコウタイイクカン,長崎県西彼杵郡時津町浜田郷1334,32.82932,129.85677,,時津町,423084,長崎県,669人（1平方メートルあたり1人）
時津町Ｂ＆Ｇ海洋センター,トギツチョウビーアンドジーカイヨウセンター,長崎県西彼杵郡時津町日並郷3630,32.84772,129.83158,%28095%29882-9598,時津町,423084,長崎県,"1,717人（1平方メートルあたり1人）"
時津町コスモス会館,トギツチョウコスモスカイカン,長崎県西彼杵郡時津町浜田郷520-12,32.834286,129.8546,%28095%29882-9955,時津町,423084,長崎県,"2,337人（1平方メートルあたり1人）"
時津町北部コミュニティセンター,トギツチョウホクブコミュニティセンター,長崎県西彼杵郡時津町日並郷1317-1,32.84985,129.82556,%28095%29881-7312,時津町,423084,長崎県,450人（1平方メートルあたり1人）
時津町役場,トギツチョウヤクバ,長崎県西彼杵郡時津町浦郷274-1,32.828858,129.8485,%28095%29882-2211,時津町,423084,長崎県,398人（1平方メートルあたり1人）
時津町東部コミュニティセンター,トギツチョウトウブコミュニティセンター,長崎県西彼杵郡時津町浜田郷520-37,32.83414,129.85396,%28095%29882-9955,時津町,423084,長崎県,525人（1平方メートルあたり1人）
時津町総合福祉 センター,トギツチョウソウゴウフクシセンター,長崎県西彼杵郡時津町左底郷367,32.830545,129.83615,%28095%29882-0777,時津町,423084,長崎県,476人（1平方メートルあたり1人）
曽根公教倶楽部,ソネコウキョウクラブ,長崎県南松浦郡新上五島町曽根郷630番地9,33.056551,129.088873,,新上五島町,424111,長崎県,75
曽根公民館,ソネコウミンカン,長崎県南松浦郡新上五島町曽根郷985番地,33.057572,129.080059,,新上五島町,424111,長崎県,25
曽自治公民館,ソジチコウミンカン,豊玉町曽835-5,34.41786057,129.3630214,,対馬市,422096,長崎県,34
晴海台1号公園,ハルミダイイチゴウコウエン,長崎県長崎市晴海台町39,32.658920,129.821462,,長崎市,422011,長崎県,
晴海台2号公園,ハルミダイニゴウコウエン,長崎県長崎市晴海台町51,32.662295,129.821189,,長崎市,422011,長崎県,
晴海台3号公園,ハルミダイサンゴウコウエン,長崎県長崎市晴海台町11,32.660674,129.823705,,長崎市,422011,長崎県,
晴海台4号公園,ハルミダイヨンゴウコウエン,長崎県長崎市晴海台町75,32.662968,129.819296,,長崎市,422011,長崎県,
晴海台小学校グランド,ハルミダイショウガッコウグランド,長崎県長崎市晴海台町1-7,32.664839,129.821222,,長崎市,422011,長崎県,8450
月ノ浦地区集会所,ツキノウラチクシュウカイショ,長崎県南松浦郡新上五島町榊ノ浦郷244番地6,32.90764728,128.9885676,,新上五島町,424111,長崎県,30
月の港会館,ツキノミナトカイカン,長崎県諫早市飯盛町後田1655-9,32.76809208,130.0264855,%280957%2922-1500,諫早市,422045,長崎県,84人%282平方ﾒｰﾄﾙあたり1人%29
有喜ふれあい会館,ウキフレアイカイカン,長崎県諫早市有喜町488,32.79527778,130.0802778,%280957%2928-2001,諫早市,422045,長崎県,246人%282平方ﾒｰﾄﾙあたり1人%29
有喜小学校 屋内運動場,ウキショウガッコウオクナイウンドウジョウ,長崎県諫早市有喜町800,32.79611111,130.0766667,%280957%2928-2004,諫早市,422045,長崎県,235人%282平方ﾒｰﾄﾙあたり1人%29
有家中学校,アリエチュウガッコウ,有家町山川344番地,32.66208154,130.3136283,,南島原市,422142,長崎県,650
有家小学校,アリエショウガッコウ,有家町久保180番地,32.66874064,130.302334,,南島原市,422142,長崎県,500
有家東部地区農林漁業者トレーニングセンター,トレーニングセンター,有家町原尾3014番地1,32.69273739,130.3181792,,南島原市,422142,長崎県,297
有家総合運動公園,アリエソウゴウウンドウコウエン,有家町小川957,32.65900533,130.3149409,0957-82-1430,南島原市,422142,長崎県,17550
有家老人福祉センター,アリエロウジンフクシセンター,有家町石田5番地1,32.66867714,130.3316451,,南島原市,422142,長崎県,74
有家蒲河地区高齢者研修センター,コウレイシャフクシセンター,有家町蒲河1748番地1,32.67159794,130.317184,0957-73-6661,南島原市,422142,長崎県,149
有家農業構造改善センター,アリエノウギョウコウゾウカイゼンセンター,有家町大苑12番地,32.6713519,130.3385741,0957-73-6661,南島原市,422142,長崎県,262
有川中学校体育館,アリカワチュウガッコウタイイクカン,長崎県南松浦郡新上五島町有川郷809番地,32.983968,129.118237,,新上五島町,424111,長崎県,675
有川小学校体育館,アリカワショウガッコウタイイクカン,長崎県南松浦郡新上五島町有川郷1719番地2,32.978415,129.120163,,新上五島町,424111,長崎県,339
有川港多目的ターミナル鯨賓館,アリカワコウタモクテキターミナルゲイヒンカン,長崎県南松浦郡新上五島町有川郷578番地36,32.986735,129.11275,,新上五島町,424111,長崎県,213
有川港港湾緑地広場,アリカワコウコウワンリョクチヒロバ,長崎県南松浦郡新上五島町有川郷426番地28,32.98591486,129.1143938,,新上五島町,424111,長崎県,"6,650"
有川総合体育館,アリカワソウゴウタイイクカン,長崎県南松浦郡新上五島町有川郷2525番地1,32.979706,129.106554,,新上五島町,424111,長崎県,"1,042"
有川総合文化センター,アリカワソウゴウブンカセンター,長崎県南松浦郡新上五島町有川郷733番地1,32.982746,129.117859,0959-42-1360,新上五島町,424111,長崎県,398
有明の森フラワー公園,アリアケノモリフラワーコウエン,島原市有明町湯江乙2524-607,32.817526,130.302209,%280957%2968-5252,島原市,422037,長崎県,35000
有明の森運動公園,アリアケノモリウンドウコウエン,島原市有明町湯江丁3621-1,32.8179,130.300515,,島原市,422037,長崎県,20900
有明中学校,アリアケチュウガッコウ,島原市有明町大三東戊1535-2,32.8487011,130.3314559,%280957%2968-2115,島原市,422037,長崎県,1612
有明体育館,アリアケタイイクカン,島原市有明町大三東戊1438-1,32.846978,130.33639,%280957%2968-5474,島原市,422037,長崎県,490
有明公民館,アリアケコウミンカン,島原市有明町大三東戊1438-1,32.847406,130.336423,%280957%2968-1101,島原市,422037,長崎県,316
有明農村環境改善センター,アリアケノウソンカンキョウカイゼンセンター,島原市有明町大三東戊787-1,32.85403909,130.3341309,%280957%2968-1185,島原市,422037,長崎県,157
有明農業者トレーニングセンター,アリアケノウギョウシャトレーニングセンター,島原市有明町大三東戊1445,32.84722222,130.3358333,%280957%29682-115,島原市,422037,長崎県,496
有明青少年武道館,アリアケセイショウネンブドウカン,島原市有明町大三東戊1450,32.847116,130.335498,,島原市,422037,長崎県,182
有福地区集会所,アリフクチクシュウカイショ,長崎県南松浦郡新上五島町有福郷287番地,32.912527,128.953925,,新上五島町,424111,長崎県,77
有福第一公園,アリフクダイイチコウエン,長崎県佐世保市有福町589-2,33.13246845,129.7883054,0956-24-1111,佐世保市,422029,長崎県,1300
有馬小学校,アリマショウガッコウ,北有馬町丁52番地,32.65477066,130.2411114,,南島原市,422142,長崎県,2374
朝日の岬公園,アサヒノミサキコウエン,長崎県長崎市西海町1777-40付近,32.870651,129.796689,,長崎市,422011,長崎県,
木坂多目的集会施設,キサカタモクテキシュウカイシセツ,峰町木坂602-2,34.45892908,129.2812155,,対馬市,422096,長崎県,40
木場ふれあいセンター,コバフレアイセンター,長崎県雲仙市千々石町庚669,32.76587222,130.2146111,,雲仙市,422134,長崎県,53
木場崎公園,コバサキコウエン,長崎県西彼杵郡時津町日並郷794-1,32.853702,129.82206,,時津町,423084,長崎県,
木場田公園,コバタコウエン,長崎県佐世保市木場田町1000-6,33.17980423,129.7143474,0956-24-1111,佐世保市,422029,長崎県,900
木場運動公園,コバウンドウコウエン,長崎県長崎市宮崎町1920-1,32.608190,129.818552,,長崎市,422011,長崎県,2619
木指公民館,キサシコウミンカン,長崎県雲仙市小浜町北木指87,32.71486667,130.1960083,,雲仙市,422134,長崎県,146
木津漁民集会所,キツギョミンシュウカイショ,長崎県雲仙市小浜町富津846,32.764575,130.1865722,,雲仙市,422134,長崎県,64
木風小学校,キカゼショウガッコウ,長崎県佐世保市木風町180,33.16707328,129.7416131,0956-31-5984,佐世保市,422029,長崎県,420
木風小学校,キカゼショウガッコウ,長崎県佐世保市木風町180,33.16710725,129.7407186,0956-31-5984,佐世保市,422029,長崎県,2860
末広公園,スエヒロコウエン,長崎県五島市末広町100番地1,32.695042,128.841927,,五島市,422118,長崎県,
末広公園,スエヒロコウエン,長崎県長崎市扇町33,32.785452,129.869967,,長崎市,422011,長崎県,6784
本原公園,モトハラコウエン,長崎県長崎市本原町11,32.782230,129.869384,,長崎市,422011,長崎県,2726
本尾公園,モトオコウエン,長崎県長崎市本尾町259,32.775534,129.871778,,長崎市,422011,長崎県,2336
本山地区公民館,モトヤマチクコウミンカン,長崎県五島市堤町1320番地,32.668818,128.82141,,五島市,422118,長崎県,60
本河内2丁目公園,ホンゴウチニチョウメコウエン,長崎県長崎市本河内2-20,32.751927,129.904753,,長崎市,422011,長崎県,2025
本野ふれあい会館,モトノフレアイカイカン,長崎県諫早市上大渡野町2-1,32.88805556,130.0233333,%280957%2926-0270,諫早市,422045,長崎県,159人%282平方ﾒｰﾄﾙあたり1人%29
本野小学校 屋内運動場,モトノショウガッコウオクナイウンドウジョウ,長崎県諫早市本野町94,32.89333333,130.0247222,%280957%2925-9330,諫早市,422045,長崎県,210人%282平方ﾒｰﾄﾙあたり1人%29
札の元公園,フダノモトコウエン,長崎県西彼杵郡時津町浜田郷767,32.83018,129.86393,,時津町,423084,長崎県,
杉谷公民館,スギタニコウミンカン,島原市宇土町乙687-1,32.798802,130.346395,%280957%2963-2231,島原市,422037,長崎県,307
杉谷運動広場,スギタニウンドウヒロバ,島原市宇土町乙1337,32.793142,130.33536,,島原市,422037,長崎県,2100
村木郷グラウンド,ムラギゴウグラウンド,長崎県波佐見町村木郷925,33.14580858,129.8822003,0956-85-2111,波佐見町,423238,長崎県,2250
杭出津公園,クイデツコウエン,長崎県大村市杭出津三丁目439-1,32.91527778,129.9525,0957-53-4111,大村市,422053,長崎県,想定なし
東公園,ヒガシコウエン,長崎県五島市栄町100番地1,32.696135,128.845934,,五島市,422118,長崎県,
東公園,ヒガシコウエン,長崎県佐世保市東山町182-1,33.15433386,129.7416946,0956-24-1111,佐世保市,422029,長崎県,5500
東加藤生活館,ヒガシカトウセイカツカン,豊玉町貝鮒1-26先埋立地,34.35477076,129.2735276,,対馬市,422096,長崎県,39
東和愛児園,トウワアイジエン,長崎県平戸市紐差町690-1,33.28730053,129.4725221,0950-28-0156,平戸市,422070,長崎県,199
東小学校,ヒガシヨウガッコウ,峰町佐賀412,34.45837195,129.377039,0920-82-0017,対馬市,422096,長崎県,157
東小学校グラウンド,ヒガシショウガッコウグラウンド,長崎県波佐見町湯無田郷783-1,33.14169603,129.9135929,0956-26-7011,波佐見町,423238,長崎県,4230
東小学校体育館,ヒガシショウガッコウタイイクカン,長崎県波佐見町湯無田郷789,33.14214071,129.9132872,0956-26-7011,波佐見町,423238,長崎県,290
東小学校体育館,ヒガシヨウガッコウタイイクカン,峰町佐賀412,34.45858427,129.3773823,,対馬市,422096,長崎県,319
東山公園,ヒガシヤマコウエン,長崎県長崎市東山町10,32.734442,129.875491,,長崎市,422011,長崎県,828
東彼杵中学校グラウンド,ヒガシソノギチュウガッコウグラウンド,東彼杵町蔵本郷1666,33.0411,129.9108,,東彼杵町,423211,長崎県,
東明中学校,トウメイチュウガッコウ,長崎県佐世保市江上町814,33.10848383,129.7689948,0956-58-3937,佐世保市,422029,長崎県,7290
東明中学校,トウメイチュウガッコウ,長崎県佐世保市江上町814,33.10882211,129.7696681,0956-58-3937,佐世保市,422029,長崎県,400
東明公園,トウメイコウエン,長崎県佐世保市江上町926-3,33.1036533,129.7700169,0956-24-1111,佐世保市,422029,長崎県,2800
東望公園,トウボウコウエン,長崎県長崎市田中町360-3付近,32.769020,129.950603,,長崎市,422011,長崎県,1949
東望山公園,トウボウヤマコウエン,長崎県長崎市田中町249,32.765651,129.949356,,長崎市,422011,長崎県,23802
東浜公園,ヒガシハマコウエン,長崎県佐世保市東浜町10-2,33.13334692,129.7408222,0956-24-1111,佐世保市,422029,長崎県,5500
東浦小学校体育館,ヒガシウラショウガッコウタイイクカン,長崎県南松浦郡新上五島町阿瀬津郷422番地2,32.965724,129.100685,,新上五島町,424111,長崎県,285
東町公園,ヒガシマチコウエン,長崎県長崎市東町2180-7付近,32.786494,129.949438,,長崎市,422011,長崎県,1865
東神浦公民館,ヒガシコウノウラコウミンカン,長崎県平戸市大島村前平1049-1,33.47751422,129.5599638,,平戸市,422070,長崎県,110
東部スポーツ広場,トウブスポーツヒロバ,長崎県佐世保市浦川内町無番地,33.118378,129.8048449,0956-39-5855,佐世保市,422029,長崎県,16000
